Distance_(pixels),Gray_Value
1518,3.2643
1519,2.2288
1520,2.8013
1521,0.3333
1522,2.5112
1523,3.2496
1524,2.3333
1525,3.5045
1526,2.9773
1527,1.7506
1528,0.0000
1529,0.0000
1530,0.0158
1531,1.6105
1532,5.7782
1533,2.9047
1534,1.2979
1535,3.9216
1536,3.4196
1537,1.3260
1538,0.0000
1539,0.3339
1540,0.0000
1541,0.0000
1542,0.7468
1543,0.0270
1544,0.0000
1545,0.0000
1546,0.0000
1547,0.6530
1548,0.9538
1549,0.3333
1550,0.0566
1551,1.5637
1552,0.6220
1553,0.0000
1554,0.0000
1555,0.0000
1556,0.0000
1557,0.1550
1558,0.1309
1559,0.0000
1560,0.0000
1561,0.0379
1562,0.0000
1563,0.0000
1564,1.1608
1565,0.6218
1566,6.7671
1567,6.1835
1568,0.0000
1569,0.0000
1570,4.7569
1571,4.1712
1572,1.4473
1573,0.1761
1574,0.6062
1575,0.5423
1576,0.0000
1577,0.0656
1578,0.5319
1579,2.1138
1580,2.3624
1581,1.0430
1582,2.0382
1583,1.2167
1584,3.2223
1585,0.7615
1586,0.4874
1587,0.4149
1588,0.9318
1589,0.0000
1590,1.2258
1591,2.6777
1592,0.0000
1593,0.2400
1594,0.0000
1595,0.0000
1596,0.4928
1597,4.3039
1598,2.0817
1599,8.5849
1600,3.2447
1601,2.5245
1602,1.8781
1603,0.0000
1604,0.1124
1605,0.0000
1606,1.3190
1607,3.0395
1608,3.7570
1609,0.8789
1610,0.0000
1611,0.2088
1612,3.1967
1613,3.6956
1614,0.5190
1615,2.1038
1616,0.0000
1617,0.0000
1618,0.1967
1619,0.1949
1620,0.1932
1621,2.8376
1622,2.7748
1623,1.2054
1624,0.0000
1625,0.3333
1626,2.0861
1627,1.0576
1628,1.2553
1629,2.0902
1630,1.0368
1631,0.0000
1632,1.6896
1633,0.0000
1634,0.0000
1635,0.0000
1636,0.0000
1637,0.0000
1638,0.0000
1639,0.0000
1640,0.0000
1641,0.3136
1642,0.6203
1643,0.0000
1644,0.0000
1645,0.3333
1646,0.1481
1647,0.1869
1648,0.0000
1649,0.0000
1650,2.8819
1651,2.1324
1652,0.3912
1653,0.3946
1654,1.3981
1655,1.8675
1656,0.5359
1657,0.0000
1658,0.0000
1659,0.0000
1660,0.0000
1661,0.0000
1662,0.4258
1663,0.3560
1664,0.5848
1665,0.1152
1666,2.8580
1667,0.3333
1668,0.2200
1669,0.4501
1670,5.4427
1671,0.0000
1672,0.9278
1673,1.5204
1674,0.0996
1675,0.0000
1676,0.0000
1677,0.8498
1678,0.0000
1679,0.0000
1680,2.4410
1681,0.0000
1682,0.0000
1683,0.0000
1684,3.5145
1685,2.7804
1686,1.2725
1687,0.0000
1688,0.0000
1689,0.2597
1690,0.0000
1691,0.0000
1692,0.0000
1693,0.0000
1694,0.0000
1695,0.0000
1696,0.0000
1697,4.9241
1698,3.6517
1699,0.6712
1700,1.4425
1701,2.6829
1702,0.6156
1703,0.1975
1704,0.0000
1705,0.2296
1706,2.4458
1707,2.0786
1708,0.2443
1709,0.8830
1710,0.0000
1711,0.0000
1712,0.0000
1713,0.9359
1714,0.4548
1715,0.8954
1716,1.5213
1717,0.1256
1718,1.2398
1719,3.7618
1720,5.1540
1721,0.0364
1722,0.0165
1723,0.0000
1724,1.2814
1725,0.0000
1726,1.3143
1727,0.3255
1728,1.9636
1729,2.6450
1730,1.0260
1731,3.3307
1732,2.6658
1733,0.0104
1734,0.0260
1735,0.1577
1736,0.0702
1737,2.3238
1738,2.6104
1739,0.9610
1740,0.0000
1741,0.0000
1742,0.0182
1743,0.0996
1744,0.7533
1745,0.5906
1746,0.1256
1747,0.0000
1748,0.0000
1749,0.0000
1750,0.0321
1751,0.0000
1752,1.7869
1753,5.2254
1754,7.7056
1755,2.9669
1756,1.3758
1757,2.0442
1758,0.4252
1759,0.0000
1760,0.0000
1761,0.0000
1762,2.0163
1763,2.7876
1764,0.0000
1765,1.3333
1766,5.4023
1767,1.2817
1768,8.0975
1769,7.6582
1770,2.2668
1771,5.8454
1772,3.1403
1773,0.3333
1774,0.8527
1775,3.5478
1776,9.8435
1777,4.5338
1778,3.4471
1779,3.2552
1780,2.1625
1781,0.4288
1782,0.0000
1783,0.0000
1784,0.2729
1785,0.0927
1786,0.7167
1787,0.0000
1788,0.7063
1789,0.0000
1790,0.8986
1791,2.8419
1792,5.5325
1793,2.1066
1794,1.5584
1795,5.5632
1796,8.6416
1797,1.7588
1798,0.2181
1799,3.8305
1800,4.7626
1801,4.1762
1802,3.3333
1803,1.0000
1804,0.0000
1805,0.0000
1806,0.0000
1807,0.0000
1808,0.2008
1809,2.5877
1810,0.1360
1811,1.1157
1812,1.6903
1813,0.0000
1814,0.0000
1815,1.5093
1816,0.0000
1817,0.0000
1818,0.0000
1819,2.1808
1820,2.7000
1821,0.3565
1822,0.0000
1823,1.7480
1824,2.2499
1825,0.1620
1826,0.5088
1827,0.8321
1828,0.6688
1829,0.4932
1830,0.6507
1831,0.8391
1832,2.5970
1833,3.1759
1834,1.2431
1835,0.0000
1836,0.3046
1837,2.1183
1838,2.7798
1839,2.1175
1840,2.9826
1841,2.5231
1842,1.3829
1843,2.3182
1844,0.9746
1845,0.0000
1846,0.0000
1847,0.5329
1848,0.0000
1849,0.0000
1850,2.0531
1851,2.0352
1852,0.0000
1853,0.0000
1854,0.6367
1855,0.4280
1856,2.8429
1857,1.2748
1858,0.0000
1859,0.0000
1860,0.0000
1861,0.0000
1862,1.5827
1863,1.8059
