Distance_(pixels),Gray_Value
2133,5.077
2134,0.000
2135,0.000
2136,2.311
2137,0.700
2138,0.156
2139,0.000
2140,0.000
2141,0.000
2142,1.527
2143,6.237
2144,7.825
2145,8.778
2146,8.697
2147,5.319
2148,8.360
2149,4.599
2150,0.000
2151,0.000
2152,0.000
2153,0.000
2154,0.000
2155,0.000
2156,0.252
2157,1.892
2158,8.655
2159,6.067
2160,8.065
2161,6.409
2162,0.000
2163,2.236
2164,13.169
2165,4.916
2166,1.251
2167,1.588
2168,0.000
2169,0.000
2170,0.000
2171,0.000
2172,0.085
2173,0.757
2174,0.843
2175,1.993
2176,1.675
2177,1.325
2178,0.990
2179,7.076
2180,6.419
2181,6.035
2182,6.322
2183,4.727
2184,2.319
2185,0.000
2186,0.738
2187,0.858
2188,1.017
2189,2.000
2190,1.000
2191,0.931
2192,0.578
2193,0.000
2194,5.001
2195,7.709
2196,2.132
2197,0.089
2198,0.000
2199,0.000
2200,5.524
2201,7.054
2202,10.215
2203,8.519
2204,4.184
2205,0.000
2206,0.000
2207,0.790
2208,1.732
2209,0.758
2210,1.299
2211,5.552
2212,1.440
2213,0.000
2214,0.093
2215,0.612
2216,1.481
2217,0.000
2218,0.000
2219,0.000
2220,0.000
2221,0.000
2222,0.957
2223,4.062
2224,0.000
2225,0.000
2226,0.238
2227,0.238
2228,0.000
2229,1.287
2230,0.191
2231,0.000
2232,0.000
2233,0.474
2234,2.132
2235,4.733
2236,4.020
2237,0.000
2238,0.708
2239,3.651
2240,1.374
2241,0.235
2242,0.804
2243,0.000
2244,0.000
2245,0.826
2246,1.667
2247,3.515
2248,0.468
2249,0.000
2250,0.000
2251,0.599
2252,1.100
2253,1.632
2254,0.000
2255,0.000
2256,0.000
2257,0.000
2258,0.464
2259,0.000
2260,0.000
2261,0.000
2262,0.000
2263,0.000
2264,0.000
2265,0.462
2266,0.000
2267,0.000
2268,0.206
2269,0.563
2270,3.609
2271,7.910
2272,9.289
2273,10.043
2274,0.458
2275,0.000
2276,0.000
2277,0.000
2278,0.105
2279,0.210
2280,1.193
2281,5.228
2282,6.609
2283,4.153
2284,0.864
2285,0.879
2286,0.106
2287,0.213
2288,0.560
2289,0.857
2290,1.716
2291,2.430
2292,5.000
2293,0.863
2294,0.000
2295,0.000
2296,0.108
2297,0.000
2298,0.000
2299,0.782
2300,0.782
2301,1.661
2302,0.552
2303,0.000
2304,0.000
2305,0.110
2306,0.000
2307,0.111
2308,5.546
2309,15.432
2310,13.111
2311,8.671
2312,0.223
2313,0.335
2314,3.347
2315,1.006
2316,0.000
2317,0.000
2318,0.000
2319,0.000
2320,0.000
2321,0.000
2322,0.000
2323,0.000
2324,3.471
2325,0.000
2326,0.000
2327,3.637
2328,9.156
2329,2.530
2330,0.000
2331,0.218
2332,0.000
2333,0.000
2334,0.653
2335,1.246
2336,0.348
2337,0.116
2338,0.699
2339,0.000
2340,3.468
2341,2.135
2342,0.000
2343,0.000
2344,0.588
2345,0.000
2346,0.000
2347,0.860
2348,2.355
2349,2.401
2350,2.115
2351,0.000
2352,0.000
2353,0.000
2354,0.120
2355,0.000
2356,0.000
2357,0.000
2358,0.000
2359,0.723
2360,7.575
2361,1.088
2362,0.121
2363,0.000
2364,0.000
2365,0.000
2366,0.000
2367,0.000
2368,0.000
2369,0.000
2370,0.000
2371,0.000
2372,0.000
2373,0.420
2374,0.420
2375,0.000
2376,0.000
2377,0.000
2378,0.000
2379,0.124
2380,0.000
2381,1.583
2382,0.625
2383,1.249
2384,2.205
2385,0.623
2386,1.453
2387,0.207
2388,0.000
2389,0.000
2390,0.667
2391,11.000
2392,6.301
2393,0.000
2394,0.000
2395,0.412
2396,0.411
2397,1.438
2398,0.616
2399,1.026
2400,0.899
2401,0.000
2402,0.000
2403,0.000
2404,0.000
2405,2.647
2406,3.333
2407,2.094
2408,0.000
2409,0.000
2410,0.333
2411,0.000
2412,0.000
2413,3.381
2414,0.393
2415,0.131
2416,2.052
2417,0.202
2418,3.007
2419,0.201
2420,0.201
2421,0.265
2422,0.534
2423,0.401
2424,0.200
2425,0.400
2426,0.000
2427,0.134
2428,0.800
2429,0.199
2430,0.000
2431,3.737
2432,7.153
2433,1.681
2434,0.675
2435,1.892
2436,0.000
2437,0.000
2438,0.000
2439,0.000
2440,0.000
2441,0.136
2442,2.517
2443,4.597
2444,0.000
2445,0.000
2446,0.196
2447,0.000
2448,0.000
2449,0.529
2450,0.000
2451,0.000
2452,0.000
2453,0.000
2454,0.000
2455,0.194
2456,0.582
2457,0.333
2458,4.829
2459,2.247
2460,0.000
2461,0.000
2462,0.000
2463,0.000
2464,0.844
2465,1.973
2466,5.462
2467,2.435
2468,0.283
2469,1.000
2470,0.191
2471,0.000
2472,0.476
2473,4.761
2474,3.000
2475,0.190
2476,0.000
2477,0.000
2478,0.000
2479,0.000
2480,0.000
2481,0.000
2482,1.154
2483,0.000
2484,0.000
2485,4.320
2486,7.783
2487,0.000
2488,0.188
2489,0.188
2490,0.375
2491,0.708
2492,0.292
2493,0.000
2494,0.000
2495,0.000
2496,0.000
2497,0.372
2498,3.000
2499,2.416
2500,0.186
2501,0.371
2502,0.000
2503,0.000
2504,1.187
2505,2.747
2506,2.304
2507,0.000
2508,0.000
2509,0.448
2510,0.449
2511,0.150
2512,0.000
2513,0.000
2514,0.000
2515,0.000
2516,0.151
2517,0.849
2518,1.275
2519,0.000
2520,0.000
2521,0.000
2522,0.000
2523,0.000
2524,0.000
2525,0.791
2526,0.181
2527,0.000
2528,0.000
2529,0.000
2530,0.921
2531,0.000
2532,0.000
2533,1.949
2534,0.463
2535,1.074
2536,1.406
2537,0.619
2538,1.403
2539,0.534
2540,0.000
2541,0.156
2542,1.243
2543,0.355
2544,0.000
2545,0.782
2546,2.661
2547,0.627
2548,2.039
2549,0.705
2550,0.000
2551,0.315
2552,0.158
2553,0.000
2554,0.000
2555,0.000
2556,0.000
2557,0.873
2558,0.175
2559,0.174
2560,0.174
2561,0.000
2562,0.000
2563,0.000
2564,0.480
2565,1.199
2566,0.679
2567,0.173
2568,0.000
2569,1.127
2570,0.322
2571,0.000
2572,0.172
2573,0.000
2574,0.000
2575,0.000
2576,0.000
2577,0.000
2578,0.488
2579,0.651
2580,0.652
2581,0.000
2582,1.189
2583,1.515
2584,0.000
2585,0.508
2586,0.169
2587,0.169
2588,0.658
2589,1.494
2590,1.175
2591,0.000
2592,0.000
2593,1.662
2594,6.149
2595,4.655
2596,1.499
2597,1.002
2598,1.001
2599,0.167
2600,0.000
2601,0.000
2602,0.000
2603,0.000
2604,0.000
2605,0.000
2606,0.000
2607,0.673
2608,0.000
2609,0.000
2610,0.000
2611,1.690
2612,0.000
2613,0.000
2614,1.497
2615,1.685
2616,3.230
2617,1.021
2618,0.000
2619,0.000
2620,0.000
2621,0.000
2622,0.000
2623,1.713
2624,1.544
2625,3.667
2626,0.172
2627,0.000
2628,0.000
2629,0.506
2630,2.125
2631,1.902
2632,1.679
2633,0.000
2634,0.000
2635,0.000
2636,0.000
2637,3.740
2638,4.697
2639,0.318
2640,0.159
2641,0.000
2642,1.000
2643,3.107
2644,0.316
2645,0.000
2646,0.000
2647,3.592
2648,2.881
2649,1.940
2650,0.706
2651,0.353
2652,0.354
2653,1.021
2654,1.404
2655,1.714
2656,3.266
2657,0.178
2658,0.000
2659,0.000
2660,0.000
2661,5.216
2662,9.081
2663,2.099
2664,0.000
2665,0.924
2666,0.461
2667,0.000
2668,0.000
2669,0.514
2670,1.263
2671,0.000
2672,0.305
2673,0.152
2674,4.174
2675,0.000
2676,0.000
2677,0.000
2678,0.000
2679,0.000
2680,0.000
2681,0.000
2682,1.064
2683,5.914
2684,7.014
2685,8.850
2686,6.633
2687,7.952
2688,6.828
2689,5.528
2690,0.632
2691,0.000
2692,0.000
2693,0.000
2694,1.000
2695,0.148
2696,0.000
2697,3.041
2698,1.333
2699,0.295
2700,0.745
2701,7.609
2702,3.694
2703,0.000
2704,0.000
2705,0.877
2706,1.749
2707,2.021
2708,0.146
2709,0.000
2710,0.000
2711,0.145
2712,0.000
2713,0.145
2714,1.466
2715,7.059
2716,7.271
2717,7.379
2718,3.982
2719,1.139
2720,0.000
2721,0.000
2722,0.000
2723,0.000
2724,0.763
2725,0.573
2726,0.000
2727,0.000
2728,0.000
2729,0.000
2730,0.000
2731,1.514
2732,1.526
2733,4.568
2734,1.229
2735,0.421
2736,4.596
2737,5.092
2738,0.140
2739,0.000
2740,0.194
2741,0.333
2742,0.333
2743,0.139
2744,0.389
2745,0.584
2746,0.000
2747,0.000
2748,0.000
2749,0.000
2750,0.783
2751,0.000
2752,0.196
2753,0.607
2754,0.000
2755,0.000
2756,0.273
2757,0.000
2758,0.000
2759,0.000
2760,0.000
2761,0.000
2762,0.000
2763,0.595
2764,0.603
2765,0.135
2766,0.000
2767,0.000
2768,1.333
2769,1.664
2770,0.000
2771,1.598
2772,4.133
2773,6.670
2774,2.802
2775,0.398
2776,2.474
2777,3.617
2778,0.000
2779,0.000
2780,3.217
2781,0.868
2782,0.000
2783,0.000
2784,0.000
2785,3.414
2786,9.275
2787,3.174
2788,0.000
2789,0.000
2790,0.000
2791,0.000
2792,0.000
2793,1.224
2794,0.204
2795,0.000
2796,0.000
2797,0.410
2798,0.000
2799,0.000
2800,1.357
2801,0.128
2802,0.000
2803,0.000
2804,3.934
2805,5.508
2806,1.014
2807,0.000
2808,0.207
2809,0.000
2810,0.000
2811,0.000
2812,0.000
2813,1.663
2814,0.000
2815,0.000
2816,1.208
2817,1.000
2818,2.667
2819,4.379
2820,7.000
2821,6.009
2822,5.972
2823,1.839
2824,0.863
2825,0.000
2826,0.000
2827,0.667
2828,0.000
2829,0.000
2830,0.000
2831,0.000
2832,0.212
2833,0.577
2834,2.850
2835,7.273
2836,9.633
2837,5.629
2838,0.000
2839,0.000
2840,0.000
2841,0.000
2842,0.000
2843,0.000
2844,0.000
2845,0.000
2846,0.119
2847,1.715
2848,2.790
2849,1.526
2850,0.667
2851,0.118
2852,0.236
2853,0.000
2854,0.000
2855,0.000
2856,0.667
2857,2.135
2858,5.917
2859,3.166
2860,1.513
2861,3.480
2862,2.435
2863,1.941
2864,5.143
2865,2.346
2866,1.012
2867,0.333
2868,0.115
2869,0.459
2870,0.000
2871,0.438
2872,3.289
2873,6.764
2874,12.106
2875,7.418
2876,0.000
2877,0.220
2878,0.000
2879,0.000
2880,4.532
2881,2.554
2882,1.010
2883,0.784
2884,0.557
2885,1.332
2886,3.107
2887,2.777
2888,2.334
2889,4.333
2890,10.563
2891,11.341
2892,11.223
2893,5.657
2894,0.330
2895,0.000
2896,0.000
2897,0.000
2898,0.000
2899,0.327
2900,3.210
2901,1.543
2902,0.000
2903,0.000
2904,0.000
2905,0.000
2906,0.452
2907,2.593
2908,2.595
2909,0.679
2910,0.000
2911,0.000
2912,0.000
2913,0.667
2914,2.485
2915,6.021
2916,6.376
2917,5.925
2918,4.562
2919,2.210
2920,2.592
2921,1.884
2922,0.000
2923,0.000
2924,0.792
2925,2.918
2926,4.815
2927,6.379
2928,3.137
2929,1.055
2930,1.412
2931,0.514
2932,0.820
2933,0.205
2934,0.000
2935,0.000
2936,0.204
2937,0.463
2938,0.000
2939,0.000
2940,0.000
2941,0.000
2942,0.201
2943,0.201
2944,0.100
2945,0.233
2946,0.700
2947,0.467
2948,0.000
2949,0.000
2950,0.468
2951,0.234
2952,0.000
2953,0.000
2954,0.962
2955,2.509
2956,1.648
2957,0.236
2958,0.000
2959,0.000
2960,0.000
2961,0.000
2962,0.000
2963,0.000
2964,0.000
2965,0.096
2966,0.237
2967,0.238
2968,0.713
2969,0.762
2970,0.000
2971,0.715
2972,0.000
2973,0.000
2974,0.850
2975,0.855
2976,9.938
2977,7.071
2978,0.000
2979,0.000
2980,0.000
2981,0.000
2982,0.651
2983,1.464
2984,1.963
2985,2.205
2986,3.873
2987,4.816
2988,3.899
2989,4.143
2990,5.688
2991,0.516
2992,0.788
2993,3.153
2994,1.786
2995,0.605
2996,0.000
2997,0.243
2998,3.154
2999,8.271
3000,7.300
3001,1.952
3002,2.422
3003,1.600
3004,3.156
3005,6.964
3006,1.225
3007,0.000
3008,1.560
3009,0.000
3010,1.246
3011,0.175
3012,0.492
3013,0.493
3014,0.507
3015,2.000
3016,0.333
3017,0.000
3018,0.000
3019,0.667
3020,0.000
3021,0.000
3022,0.000
3023,0.000
3024,0.085
3025,0.921
3026,3.982
3027,0.667
3028,3.748
3029,7.071
3030,5.242
3031,7.829
3032,0.083
3033,0.000
3034,0.667
3035,0.000
3036,0.416
3037,0.000
3038,1.000
3039,4.831
3040,1.906
3041,0.082
3042,0.000
3043,2.774
3044,0.000
3045,0.000
3046,0.000
3047,0.506
3048,2.864
3049,3.293
3050,4.215
3051,5.855
3052,5.903
3053,7.272
3054,4.543
3055,1.499
3056,0.255
3057,0.255
3058,0.000
3059,0.078
3060,1.268
3061,1.933
3062,0.233
3063,0.155
3064,0.000
3065,0.154
3066,0.564
3067,0.153
3068,0.771
3069,2.314
3070,0.257
3071,0.000
3072,0.151
3073,0.679
3074,0.602
3075,0.150
3076,0.000
3077,5.398
3078,7.851
3079,2.074
3080,4.370
3081,1.557
3082,0.519
3083,3.378
3084,2.080
3085,0.854
3086,1.823
3087,5.994
3088,5.912
3089,8.667
3090,6.478
3091,2.485
3092,3.671
3093,5.573
3094,3.834
3095,0.786
3096,0.787
3097,0.525
3098,0.525
3099,0.000
3100,0.000
3101,0.000
3102,0.000
3103,1.960
3104,4.750
3105,2.641
3106,1.931
3107,0.953
3108,0.952
3109,5.128
3110,6.880
3111,7.075
3112,2.654
3113,1.130
3114,3.865
3115,5.471
3116,2.532
3117,0.000
3118,0.000
3119,0.000
3120,1.397
3121,0.466
3122,0.528
3123,0.395
3124,0.131
3125,0.654
3126,4.138
3127,4.293
3128,0.463
3129,0.000
3130,0.000
3131,0.000
3132,0.000
3133,0.000
3134,0.539
3135,1.746
3136,2.430
3137,0.540
3138,0.000
3139,1.522
3140,0.063
3141,0.000
3142,0.271
3143,1.519
3144,4.827
3145,4.210
3146,3.605
3147,3.238
3148,1.695
3149,0.273
3150,0.000
3151,0.546
3152,0.606
3153,1.093
3154,4.102
3155,4.333
3156,5.631
3157,3.356
3158,0.667
3159,0.549
3160,3.688
3161,2.567
3162,2.408
3163,0.930
3164,0.753
3165,0.000
3166,1.103
3167,0.172
3168,0.000
3169,0.000
3170,0.000
3171,0.277
3172,3.324
3173,3.326
3174,1.720
3175,0.000
3176,0.000
3177,2.167
3178,0.000
3179,0.000
3180,0.000
3181,0.000
3182,1.394
3183,0.597
3184,1.027
3185,0.000
3186,0.000
3187,0.000
3188,0.586
3189,0.531
3190,0.000
3191,0.000
3192,2.632
3193,4.634
3194,5.020
3195,0.104
3196,0.000
3197,2.024
3198,5.486
3199,0.333
3200,1.255
3201,0.305
3202,0.810
3203,0.616
3204,0.566
3205,0.100
3206,0.100
3207,0.347
3208,0.568
3209,1.136
3210,9.186
3211,6.511
3212,5.985
3213,9.212
3214,4.710
3215,4.804
3216,2.569
3217,0.000
3218,1.904
3219,2.899
3220,0.761
3221,3.671
3222,2.982
3223,1.218
3224,0.945
3225,1.564
3226,0.092
3227,0.092
3228,3.259
3229,5.000
3230,8.395
3231,8.216
3232,8.302
3233,9.685
3234,6.667
3235,4.911
3236,0.667
3237,0.509
3238,0.464
3239,0.507
3240,2.667
3241,2.322
3242,2.614
3243,0.872
3244,1.163
3245,2.910
3246,0.625
3247,0.042
3248,0.000
3249,0.292
3250,0.584
3251,0.584
3252,0.164
3253,0.571
3254,3.748
3255,6.970
3256,2.988
3257,1.000
3258,1.075
3259,0.515
3260,0.000
3261,0.000
3262,0.568
3263,1.039
3264,0.884
3265,0.295
3266,0.000
3267,0.000
3268,0.000
3269,0.000
3270,0.000
3271,0.560
3272,1.040
3273,0.554
3274,1.186
3275,2.557
3276,1.224
3277,4.457
3278,7.947
3279,2.917
3280,3.094
3281,2.708
3282,2.369
3283,0.000
3284,0.438
3285,4.229
3286,4.552
3287,2.000
3288,0.000
3289,0.000
3290,0.000
3291,0.335
3292,0.967
3293,0.600
3294,0.601
3295,1.634
3296,0.886
3297,0.323
3298,6.205
3299,6.840
3300,1.333
3301,0.032
3302,3.624
3303,3.489
3304,3.007
3305,2.005
3306,0.153
3307,0.333
3308,4.910
3309,2.760
3310,0.030
3311,0.059
3312,0.383
3313,2.117
3314,1.174
3315,0.519
3316,0.459
3317,0.675
3318,0.362
3319,0.000
3320,0.000
3321,1.278
3322,0.694
3323,1.667
3324,4.864
3325,0.387
3326,2.640
3327,4.799
3328,5.185
3329,5.046
3330,5.022
3331,3.052
3332,4.410
3333,3.381
3334,5.000
3335,4.983
3336,0.358
3337,0.025
3338,0.000
3339,1.855
3340,4.639
3341,3.095
3342,2.882
3343,7.329
3344,7.535
3345,9.541
3346,8.781
3347,0.916
3348,0.491
3349,3.555
3350,5.555
3351,3.443
3352,0.978
3353,0.312
3354,4.496
3355,3.434
3356,0.000
3357,0.062
3358,1.391
3359,3.333
3360,3.131
3361,0.000
3362,0.000
3363,0.000
3364,0.078
3365,0.077
3366,0.076
3367,0.000
3368,0.000
3369,0.315
3370,0.018
3371,0.739
3372,0.315
3373,0.000
3374,0.228
3375,1.139
3376,0.000
3377,0.000
3378,0.000
3379,0.000
3380,0.781
3381,5.651
3382,8.016
3383,2.318
3384,3.558
3385,8.467
3386,8.469
3387,7.487
3388,3.652
3389,0.000
3390,0.000
3391,0.000
3392,0.000
3393,0.000
3394,0.000
3395,0.000
3396,0.000
3397,2.732
3398,6.282
3399,8.667
3400,11.900
3401,9.309
3402,2.085
3403,0.024
3404,0.725
3405,0.115
3406,3.413
3407,5.123
3408,4.311
3409,0.011
3410,0.000
3411,0.000
3412,0.000
3413,0.970
3414,0.069
3415,1.676
3416,0.000
3417,0.000
3418,0.000
3419,0.649
3420,1.957
3421,0.983
3422,0.658
3423,2.634
3424,2.659
3425,0.992
3426,0.992
3427,0.000
3428,0.000
3429,1.632
3430,0.667
3431,2.974
3432,5.635
3433,4.074
3434,4.333
3435,1.385
3436,0.117
3437,0.054
3438,0.724
3439,2.070
3440,1.691
3441,5.018
3442,6.316
3443,5.266
3444,1.976
3445,1.318
3446,0.007
3447,4.986
3448,5.330
3449,6.339
3450,1.368
3451,0.000
3452,0.331
3453,0.009
3454,0.021
3455,0.006
3456,0.668
3457,2.671
3458,4.336
3459,2.000
3460,0.000
3461,0.333
3462,3.328
3463,0.000
3464,0.000
3465,0.000
