Distance_(pixels),Gray_Value
1715,9.7591
1716,14.7793
1717,17.7395
1718,12.2733
1719,11.0069
1720,9.7429
1721,13.9307
1722,6.6875
1723,12.6667
1724,29.8463
1725,23.2675
1726,14.7244
1727,14.6944
1728,23.9515
1729,13.9908
1730,17.3322
1731,21.6667
1732,18.3420
1733,18.6713
1734,13.3368
1735,17.6597
1736,21.9336
1737,23.5939
1738,24.6181
1739,20.6574
1740,20.3437
1741,26.7071
1742,34.2825
1743,34.9792
1744,33.3258
1745,30.6667
1746,25.4460
1747,24.0179
1748,25.4512
1749,24.7395
1750,25.7984
1751,25.4258
1752,22.8908
1753,18.3715
1754,16.7730
1755,21.5413
1756,22.5945
1757,23.5165
1758,21.8070
1759,18.9093
1760,19.7822
1761,13.5280
1762,9.6308
1763,13.3894
1764,2.1906
1765,0.3143
1766,4.9700
1767,8.6453
1768,2.9532
1769,1.9341
1770,0.4910
1771,13.9965
1772,35.2218
1773,12.5095
1774,12.6667
1775,17.5875
1776,14.2553
1777,5.0942
1778,7.1704
1779,5.5274
1780,7.8082
1781,19.2357
1782,12.7146
1783,2.3934
1784,4.2415
1785,4.1462
1786,3.5713
1787,14.7707
1788,7.9382
1789,5.1023
1790,0.6401
1791,0.0000
1792,5.0352
1793,5.1433
1794,6.7816
1795,5.4806
1796,1.4131
1797,4.2189
1798,10.4882
1799,18.6262
1800,11.1704
1801,10.2548
1802,9.9128
1803,13.8336
1804,24.1144
1805,29.8371
1806,17.6164
1807,14.3871
1808,17.6667
1809,17.3605
1810,17.2143
1811,18.1947
1812,19.3859
1813,21.9035
1814,20.4315
1815,18.7215
1816,21.9018
1817,23.1698
1818,19.9313
1819,20.2542
1820,25.0318
1821,23.6147
1822,18.6308
1823,16.5557
1824,18.9353
1825,16.4269
1826,17.7215
1827,13.2230
1828,5.6135
1829,5.2958
1830,20.8873
1831,17.0578
1832,7.7088
1833,9.5286
1834,10.0595
1835,8.2501
1836,10.0341
1837,8.3674
1838,20.3553
1839,27.7915
1840,18.4443
1841,28.3177
1842,11.7059
1843,0.3882
1844,12.5708
1845,10.5968
1846,6.1970
1847,12.6615
1848,10.9185
1849,11.4772
1850,43.7689
1851,10.8319
1852,11.9139
1853,14.9295
1854,11.4974
1855,15.5482
1856,23.1057
1857,14.9769
1858,5.9139
1859,9.7782
1860,10.2467
1861,6.2161
1862,22.3224
1863,11.4096
1864,14.1820
1865,11.5118
