ppm,val
-1.540588,0.000222
-1.540191,0.000225
-1.539795,0.000234
-1.539398,0.000216
-1.539002,0.000166
-1.538605,0.000130
-1.538209,0.000146
-1.537812,0.000198
-1.537416,0.000256
-1.537020,0.000299
-1.536623,0.000301
-1.536227,0.000253
-1.535830,0.000203
-1.535434,0.000204
-1.535037,0.000238
-1.534641,0.000258
-1.534244,0.000283
-1.533848,0.000362
-1.533451,0.000449
-1.533055,0.000439
-1.532658,0.000339
-1.532262,0.000276
-1.531866,0.000304
-1.531469,0.000341
-1.531073,0.000314
-1.530676,0.000263
-1.530280,0.000232
-1.529883,0.000196
-1.529487,0.000148
-1.529090,0.000151
-1.528694,0.000218
-1.528297,0.000262
-1.527901,0.000227
-1.527505,0.000191
-1.527108,0.000224
-1.526712,0.000263
-1.526315,0.000218
-1.525919,0.000121
-1.525522,0.000060
-1.525126,0.000044
-1.524729,0.000031
-1.524333,0.000036
-1.523936,0.000085
-1.523540,0.000132
-1.523143,0.000122
-1.522747,0.000098
-1.522351,0.000132
-1.521954,0.000184
-1.521558,0.000155
-1.521161,0.000057
-1.520765,0.000005
-1.520368,0.000047
-1.519972,0.000115
-1.519575,0.000150
-1.519179,0.000169
-1.518782,0.000190
-1.518386,0.000188
-1.517989,0.000164
-1.517593,0.000160
-1.517197,0.000198
-1.516800,0.000235
-1.516404,0.000232
-1.516007,0.000202
-1.515611,0.000172
-1.515214,0.000152
-1.514818,0.000146
-1.514421,0.000172
-1.514025,0.000231
-1.513628,0.000291
-1.513232,0.000315
-1.512836,0.000278
-1.512439,0.000198
-1.512043,0.000131
-1.511646,0.000134
-1.511250,0.000188
-1.510853,0.000210
-1.510457,0.000171
-1.510060,0.000148
-1.509664,0.000206
-1.509267,0.000280
-1.508871,0.000259
-1.508474,0.000152
-1.508078,0.000077
-1.507682,0.000104
-1.507285,0.000188
-1.506889,0.000255
-1.506492,0.000271
-1.506096,0.000231
-1.505699,0.000162
-1.505303,0.000136
-1.504906,0.000204
-1.504510,0.000312
-1.504113,0.000347
-1.503717,0.000286
-1.503321,0.000221
-1.502924,0.000216
-1.502528,0.000240
-1.502131,0.000239
-1.501735,0.000224
-1.501338,0.000227
-1.500942,0.000243
-1.500545,0.000247
-1.500149,0.000231
-1.499752,0.000201
-1.499356,0.000167
-1.498959,0.000151
-1.498563,0.000173
-1.498167,0.000211
-1.497770,0.000228
-1.497374,0.000228
-1.496977,0.000251
-1.496581,0.000299
-1.496184,0.000320
-1.495788,0.000287
-1.495391,0.000237
-1.494995,0.000208
-1.494598,0.000197
-1.494202,0.000189
-1.493805,0.000199
-1.493409,0.000241
-1.493013,0.000295
-1.492616,0.000322
-1.492220,0.000314
-1.491823,0.000298
-1.491427,0.000314
-1.491030,0.000371
-1.490634,0.000424
-1.490237,0.000419
-1.489841,0.000363
-1.489444,0.000316
-1.489048,0.000297
-1.488652,0.000257
-1.488255,0.000187
-1.487859,0.000171
-1.487462,0.000260
-1.487066,0.000352
-1.486669,0.000327
-1.486273,0.000240
-1.485876,0.000237
-1.485480,0.000317
-1.485083,0.000337
-1.484687,0.000257
-1.484290,0.000204
-1.483894,0.000250
-1.483498,0.000293
-1.483101,0.000245
-1.482705,0.000177
-1.482308,0.000185
-1.481912,0.000225
-1.481515,0.000214
-1.481119,0.000184
-1.480722,0.000211
-1.480326,0.000264
-1.479929,0.000261
-1.479533,0.000212
-1.479137,0.000200
-1.478740,0.000225
-1.478344,0.000216
-1.477947,0.000160
-1.477551,0.000114
-1.477154,0.000107
-1.476758,0.000109
-1.476361,0.000106
-1.475965,0.000114
-1.475568,0.000128
-1.475172,0.000137
-1.474775,0.000170
-1.474379,0.000251
-1.473983,0.000323
-1.473586,0.000305
-1.473190,0.000227
-1.472793,0.000204
-1.472397,0.000264
-1.472000,0.000309
-1.471604,0.000263
-1.471207,0.000178
-1.470811,0.000141
-1.470414,0.000158
-1.470018,0.000177
-1.469621,0.000176
-1.469225,0.000166
-1.468829,0.000154
-1.468432,0.000148
-1.468036,0.000179
-1.467639,0.000253
-1.467243,0.000314
-1.466846,0.000302
-1.466450,0.000231
-1.466053,0.000182
-1.465657,0.000209
-1.465260,0.000271
-1.464864,0.000289
-1.464468,0.000242
-1.464071,0.000186
-1.463675,0.000169
-1.463278,0.000165
-1.462882,0.000112
-1.462485,0.000017
-1.462089,-0.000031
-1.461692,0.000033
-1.461296,0.000165
-1.460899,0.000266
-1.460503,0.000280
-1.460106,0.000227
-1.459710,0.000152
-1.459314,0.000096
-1.458917,0.000082
-1.458521,0.000103
-1.458124,0.000125
-1.457728,0.000126
-1.457331,0.000128
-1.456935,0.000153
-1.456538,0.000183
-1.456142,0.000181
-1.455745,0.000150
-1.455349,0.000123
-1.454953,0.000126
-1.454556,0.000148
-1.454160,0.000162
-1.453763,0.000135
-1.453367,0.000064
-1.452970,-0.000001
-1.452574,0.000005
-1.452177,0.000071
-1.451781,0.000110
-1.451384,0.000070
-1.450988,0.000015
-1.450591,0.000028
-1.450195,0.000094
-1.449799,0.000135
-1.449402,0.000136
-1.449006,0.000154
-1.448609,0.000218
-1.448213,0.000278
-1.447816,0.000287
-1.447420,0.000257
-1.447023,0.000235
-1.446627,0.000243
-1.446230,0.000265
-1.445834,0.000268
-1.445437,0.000234
-1.445041,0.000184
-1.444645,0.000169
-1.444248,0.000209
-1.443852,0.000265
-1.443455,0.000294
-1.443059,0.000298
-1.442662,0.000293
-1.442266,0.000260
-1.441869,0.000192
-1.441473,0.000138
-1.441076,0.000157
-1.440680,0.000237
-1.440284,0.000315
-1.439887,0.000353
-1.439491,0.000347
-1.439094,0.000297
-1.438698,0.000232
-1.438301,0.000218
-1.437905,0.000281
-1.437508,0.000335
-1.437112,0.000294
-1.436715,0.000199
-1.436319,0.000167
-1.435922,0.000214
-1.435526,0.000251
-1.435130,0.000235
-1.434733,0.000221
-1.434337,0.000241
-1.433940,0.000259
-1.433544,0.000265
-1.433147,0.000303
-1.432751,0.000364
-1.432354,0.000349
-1.431958,0.000217
-1.431561,0.000068
-1.431165,0.000030
-1.430769,0.000099
-1.430372,0.000179
-1.429976,0.000213
-1.429579,0.000225
-1.429183,0.000248
-1.428786,0.000286
-1.428390,0.000312
-1.427993,0.000287
-1.427597,0.000201
-1.427200,0.000104
-1.426804,0.000070
-1.426407,0.000099
-1.426011,0.000119
-1.425615,0.000095
-1.425218,0.000076
-1.424822,0.000107
-1.424425,0.000164
-1.424029,0.000201
-1.423632,0.000225
-1.423236,0.000263
-1.422839,0.000301
-1.422443,0.000309
-1.422046,0.000288
-1.421650,0.000259
-1.421253,0.000232
-1.420857,0.000216
-1.420461,0.000227
-1.420064,0.000258
-1.419668,0.000276
-1.419271,0.000267
-1.418875,0.000239
-1.418478,0.000191
-1.418082,0.000121
-1.417685,0.000073
-1.417289,0.000096
-1.416892,0.000155
-1.416496,0.000166
-1.416100,0.000127
-1.415703,0.000121
-1.415307,0.000175
-1.414910,0.000216
-1.414514,0.000211
-1.414117,0.000225
-1.413721,0.000275
-1.413324,0.000272
-1.412928,0.000178
-1.412531,0.000122
-1.412135,0.000207
-1.411738,0.000328
-1.411342,0.000318
-1.410946,0.000204
-1.410549,0.000158
-1.410153,0.000232
-1.409756,0.000304
-1.409360,0.000282
-1.408963,0.000216
-1.408567,0.000183
-1.408170,0.000195
-1.407774,0.000235
-1.407377,0.000281
-1.406981,0.000280
-1.406585,0.000194
-1.406188,0.000088
-1.405792,0.000079
-1.405395,0.000182
-1.404999,0.000278
-1.404602,0.000282
-1.404206,0.000233
-1.403809,0.000205
-1.403413,0.000207
-1.403016,0.000217
-1.402620,0.000243
-1.402223,0.000286
-1.401827,0.000307
-1.401431,0.000291
-1.401034,0.000282
-1.400638,0.000317
-1.400241,0.000365
-1.399845,0.000370
-1.399448,0.000326
-1.399052,0.000274
-1.398655,0.000234
-1.398259,0.000187
-1.397862,0.000124
-1.397466,0.000083
-1.397069,0.000117
-1.396673,0.000223
-1.396277,0.000315
-1.395880,0.000302
-1.395484,0.000200
-1.395087,0.000129
-1.394691,0.000158
-1.394294,0.000222
-1.393898,0.000229
-1.393501,0.000201
-1.393105,0.000221
-1.392708,0.000278
-1.392312,0.000279
-1.391916,0.000200
-1.391519,0.000129
-1.391123,0.000144
-1.390726,0.000222
-1.390330,0.000293
-1.389933,0.000316
-1.389537,0.000276
-1.389140,0.000192
-1.388744,0.000127
-1.388347,0.000141
-1.387951,0.000207
-1.387554,0.000235
-1.387158,0.000193
-1.386762,0.000138
-1.386365,0.000116
-1.385969,0.000105
-1.385572,0.000082
-1.385176,0.000083
-1.384779,0.000138
-1.384383,0.000206
-1.383986,0.000224
-1.383590,0.000189
-1.383193,0.000152
-1.382797,0.000156
-1.382400,0.000201
-1.382004,0.000237
-1.381608,0.000211
-1.381211,0.000125
-1.380815,0.000059
-1.380418,0.000081
-1.380022,0.000161
-1.379625,0.000215
-1.379229,0.000228
-1.378832,0.000242
-1.378436,0.000263
-1.378039,0.000244
-1.377643,0.000184
-1.377247,0.000147
-1.376850,0.000163
-1.376454,0.000195
-1.376057,0.000212
-1.375661,0.000225
-1.375264,0.000226
-1.374868,0.000184
-1.374471,0.000129
-1.374075,0.000138
-1.373678,0.000213
-1.373282,0.000263
-1.372885,0.000249
-1.372489,0.000253
-1.372093,0.000335
-1.371696,0.000417
-1.371300,0.000396
-1.370903,0.000287
-1.370507,0.000177
-1.370110,0.000100
-1.369714,0.000040
-1.369317,0.000003
-1.368921,0.000016
-1.368524,0.000070
-1.368128,0.000131
-1.367732,0.000178
-1.367335,0.000202
-1.366939,0.000190
-1.366542,0.000161
-1.366146,0.000156
-1.365749,0.000174
-1.365353,0.000166
-1.364956,0.000131
-1.364560,0.000118
-1.364163,0.000130
-1.363767,0.000096
-1.363370,0.000007
-1.362974,-0.000033
-1.362578,0.000035
-1.362181,0.000115
-1.361785,0.000102
-1.361388,0.000032
-1.360992,0.000011
-1.360595,0.000053
-1.360199,0.000105
-1.359802,0.000160
-1.359406,0.000231
-1.359009,0.000274
-1.358613,0.000251
-1.358216,0.000213
-1.357820,0.000222
-1.357424,0.000238
-1.357027,0.000184
-1.356631,0.000099
-1.356234,0.000089
-1.355838,0.000168
-1.355441,0.000254
-1.355045,0.000305
-1.354648,0.000340
-1.354252,0.000348
-1.353855,0.000296
-1.353459,0.000214
-1.353063,0.000163
-1.352666,0.000133
-1.352270,0.000083
-1.351873,0.000051
-1.351477,0.000104
-1.351080,0.000195
-1.350684,0.000212
-1.350287,0.000154
-1.349891,0.000133
-1.349494,0.000182
-1.349098,0.000204
-1.348701,0.000154
-1.348305,0.000119
-1.347909,0.000163
-1.347512,0.000222
-1.347116,0.000213
-1.346719,0.000162
-1.346323,0.000140
-1.345926,0.000164
-1.345530,0.000210
-1.345133,0.000254
-1.344737,0.000265
-1.344340,0.000221
-1.343944,0.000163
-1.343548,0.000166
-1.343151,0.000219
-1.342755,0.000231
-1.342358,0.000174
-1.341962,0.000138
-1.341565,0.000195
-1.341169,0.000292
-1.340772,0.000340
-1.340376,0.000322
-1.339979,0.000271
-1.339583,0.000205
-1.339186,0.000138
-1.338790,0.000107
-1.338394,0.000118
-1.337997,0.000129
-1.337601,0.000118
-1.337204,0.000115
-1.336808,0.000155
-1.336411,0.000224
-1.336015,0.000296
-1.335618,0.000350
-1.335222,0.000353
-1.334825,0.000287
-1.334429,0.000207
-1.334032,0.000195
-1.333636,0.000241
-1.333240,0.000257
-1.332843,0.000223
-1.332447,0.000206
-1.332050,0.000227
-1.331654,0.000218
-1.331257,0.000157
-1.330861,0.000115
-1.330464,0.000131
-1.330068,0.000152
-1.329671,0.000145
-1.329275,0.000163
-1.328879,0.000220
-1.328482,0.000234
-1.328086,0.000169
-1.327689,0.000122
-1.327293,0.000166
-1.326896,0.000221
-1.326500,0.000205
-1.326103,0.000186
-1.325707,0.000263
-1.325310,0.000380
-1.324914,0.000405
-1.324517,0.000344
-1.324121,0.000308
-1.323725,0.000329
-1.323328,0.000336
-1.322932,0.000307
-1.322535,0.000286
-1.322139,0.000279
-1.321742,0.000260
-1.321346,0.000255
-1.320949,0.000316
-1.320553,0.000396
-1.320156,0.000395
-1.319760,0.000321
-1.319364,0.000287
-1.318967,0.000334
-1.318571,0.000380
-1.318174,0.000369
-1.317778,0.000351
-1.317381,0.000372
-1.316985,0.000388
-1.316588,0.000347
-1.316192,0.000274
-1.315795,0.000225
-1.315399,0.000207
-1.315002,0.000196
-1.314606,0.000196
-1.314210,0.000226
-1.313813,0.000282
-1.313417,0.000332
-1.313020,0.000337
-1.312624,0.000285
-1.312227,0.000217
-1.311831,0.000205
-1.311434,0.000271
-1.311038,0.000341
-1.310641,0.000333
-1.310245,0.000260
-1.309848,0.000206
-1.309452,0.000217
-1.309056,0.000255
-1.308659,0.000271
-1.308263,0.000251
-1.307866,0.000203
-1.307470,0.000157
-1.307073,0.000156
-1.306677,0.000216
-1.306280,0.000287
-1.305884,0.000303
-1.305487,0.000269
-1.305091,0.000236
-1.304695,0.000232
-1.304298,0.000240
-1.303902,0.000244
-1.303505,0.000248
-1.303109,0.000256
-1.302712,0.000266
-1.302316,0.000265
-1.301919,0.000221
-1.301523,0.000115
-1.301126,0.000004
-1.300730,-0.000011
-1.300333,0.000082
-1.299937,0.000172
-1.299541,0.000190
-1.299144,0.000195
-1.298748,0.000250
-1.298351,0.000291
-1.297955,0.000242
-1.297558,0.000163
-1.297162,0.000148
-1.296765,0.000169
-1.296369,0.000148
-1.295972,0.000124
-1.295576,0.000183
-1.295180,0.000270
-1.294783,0.000261
-1.294387,0.000180
-1.293990,0.000165
-1.293594,0.000234
-1.293197,0.000271
-1.292801,0.000246
-1.292404,0.000250
-1.292008,0.000289
-1.291611,0.000250
-1.291215,0.000131
-1.290818,0.000093
-1.290422,0.000205
-1.290026,0.000322
-1.289629,0.000325
-1.289233,0.000299
-1.288836,0.000345
-1.288440,0.000395
-1.288043,0.000351
-1.287647,0.000268
-1.287250,0.000242
-1.286854,0.000236
-1.286457,0.000178
-1.286061,0.000127
-1.285664,0.000171
-1.285268,0.000251
-1.284872,0.000245
-1.284475,0.000174
-1.284079,0.000161
-1.283682,0.000224
-1.283286,0.000268
-1.282889,0.000258
-1.282493,0.000256
-1.282096,0.000280
-1.281700,0.000265
-1.281303,0.000181
-1.280907,0.000083
-1.280511,0.000037
-1.280114,0.000054
-1.279718,0.000114
-1.279321,0.000170
-1.278925,0.000169
-1.278528,0.000115
-1.278132,0.000099
-1.277735,0.000172
-1.277339,0.000258
-1.276942,0.000256
-1.276546,0.000193
-1.276149,0.000170
-1.275753,0.000199
-1.275357,0.000204
-1.274960,0.000166
-1.274564,0.000145
-1.274167,0.000160
-1.273771,0.000162
-1.273374,0.000140
-1.272978,0.000147
-1.272581,0.000201
-1.272185,0.000248
-1.271788,0.000254
-1.271392,0.000259
-1.270996,0.000295
-1.270599,0.000321
-1.270203,0.000286
-1.269806,0.000201
-1.269410,0.000133
-1.269013,0.000136
-1.268617,0.000207
-1.268220,0.000295
-1.267824,0.000340
-1.267427,0.000330
-1.267031,0.000302
-1.266634,0.000281
-1.266238,0.000259
-1.265842,0.000239
-1.265445,0.000246
-1.265049,0.000274
-1.264652,0.000263
-1.264256,0.000193
-1.263859,0.000133
-1.263463,0.000129
-1.263066,0.000133
-1.262670,0.000098
-1.262273,0.000086
-1.261877,0.000166
-1.261480,0.000271
-1.261084,0.000280
-1.260688,0.000192
-1.260291,0.000121
-1.259895,0.000117
-1.259498,0.000130
-1.259102,0.000132
-1.258705,0.000156
-1.258309,0.000210
-1.257912,0.000253
-1.257516,0.000263
-1.257119,0.000263
-1.256723,0.000258
-1.256327,0.000240
-1.255930,0.000236
-1.255534,0.000280
-1.255137,0.000330
-1.254741,0.000324
-1.254344,0.000280
-1.253948,0.000255
-1.253551,0.000232
-1.253155,0.000166
-1.252758,0.000104
-1.252362,0.000139
-1.251965,0.000235
-1.251569,0.000269
-1.251173,0.000234
-1.250776,0.000256
-1.250380,0.000373
-1.249983,0.000464
-1.249587,0.000440
-1.249190,0.000368
-1.248794,0.000326
-1.248397,0.000281
-1.248001,0.000194
-1.247604,0.000125
-1.247208,0.000133
-1.246812,0.000174
-1.246415,0.000182
-1.246019,0.000174
-1.245622,0.000190
-1.245226,0.000202
-1.244829,0.000177
-1.244433,0.000149
-1.244036,0.000153
-1.243640,0.000157
-1.243243,0.000139
-1.242847,0.000150
-1.242450,0.000224
-1.242054,0.000293
-1.241658,0.000280
-1.241261,0.000215
-1.240865,0.000167
-1.240468,0.000126
-1.240072,0.000043
-1.239675,-0.000042
-1.239279,-0.000034
-1.238882,0.000079
-1.238486,0.000199
-1.238089,0.000239
-1.237693,0.000202
-1.237296,0.000143
-1.236900,0.000101
-1.236504,0.000070
-1.236107,0.000035
-1.235711,0.000008
-1.235314,0.000039
-1.234918,0.000141
-1.234521,0.000230
-1.234125,0.000214
-1.233728,0.000129
-1.233332,0.000108
-1.232935,0.000190
-1.232539,0.000268
-1.232143,0.000252
-1.231746,0.000193
-1.231350,0.000171
-1.230953,0.000186
-1.230557,0.000207
-1.230160,0.000242
-1.229764,0.000286
-1.229367,0.000278
-1.228971,0.000206
-1.228574,0.000163
-1.228178,0.000212
-1.227781,0.000285
-1.227385,0.000285
-1.226989,0.000241
-1.226592,0.000232
-1.226196,0.000250
-1.225799,0.000229
-1.225403,0.000168
-1.225006,0.000116
-1.224610,0.000087
-1.224213,0.000080
-1.223817,0.000121
-1.223420,0.000202
-1.223024,0.000242
-1.222628,0.000200
-1.222231,0.000171
-1.221835,0.000237
-1.221438,0.000323
-1.221042,0.000306
-1.220645,0.000222
-1.220249,0.000202
-1.219852,0.000245
-1.219456,0.000230
-1.219059,0.000140
-1.218663,0.000097
-1.218266,0.000170
-1.217870,0.000269
-1.217474,0.000299
-1.217077,0.000274
-1.216681,0.000254
-1.216284,0.000255
-1.215888,0.000253
-1.215491,0.000224
-1.215095,0.000156
-1.214698,0.000074
-1.214302,0.000045
-1.213905,0.000103
-1.213509,0.000181
-1.213112,0.000203
-1.212716,0.000189
-1.212320,0.000195
-1.211923,0.000187
-1.211527,0.000115
-1.211130,0.000036
-1.210734,0.000061
-1.210337,0.000170
-1.209941,0.000240
-1.209544,0.000233
-1.209148,0.000219
-1.208751,0.000235
-1.208355,0.000251
-1.207959,0.000278
-1.207562,0.000356
-1.207166,0.000425
-1.206769,0.000376
-1.206373,0.000247
-1.205976,0.000195
-1.205580,0.000260
-1.205183,0.000311
-1.204787,0.000281
-1.204390,0.000259
-1.203994,0.000303
-1.203597,0.000326
-1.203201,0.000270
-1.202805,0.000219
-1.202408,0.000240
-1.202012,0.000260
-1.201615,0.000213
-1.201219,0.000178
-1.200822,0.000231
-1.200426,0.000303
-1.200029,0.000295
-1.199633,0.000240
-1.199236,0.000208
-1.198840,0.000177
-1.198443,0.000118
-1.198047,0.000102
-1.197651,0.000186
-1.197254,0.000278
-1.196858,0.000265
-1.196461,0.000193
-1.196065,0.000175
-1.195668,0.000196
-1.195272,0.000159
-1.194875,0.000072
-1.194479,0.000029
-1.194082,0.000039
-1.193686,0.000021
-1.193290,-0.000035
-1.192893,-0.000050
-1.192497,0.000009
-1.192100,0.000094
-1.191704,0.000176
-1.191307,0.000267
-1.190911,0.000338
-1.190514,0.000328
-1.190118,0.000245
-1.189721,0.000159
-1.189325,0.000108
-1.188928,0.000086
-1.188532,0.000108
-1.188136,0.000190
-1.187739,0.000272
-1.187343,0.000268
-1.186946,0.000201
-1.186550,0.000185
-1.186153,0.000255
-1.185757,0.000328
-1.185360,0.000332
-1.184964,0.000287
-1.184567,0.000247
-1.184171,0.000231
-1.183775,0.000233
-1.183378,0.000239
-1.182982,0.000218
-1.182585,0.000170
-1.182189,0.000153
-1.181792,0.000207
-1.181396,0.000259
-1.180999,0.000215
-1.180603,0.000112
-1.180206,0.000081
-1.179810,0.000143
-1.179413,0.000179
-1.179017,0.000119
-1.178621,0.000036
-1.178224,0.000017
-1.177828,0.000043
-1.177431,0.000071
-1.177035,0.000122
-1.176638,0.000217
-1.176242,0.000296
-1.175845,0.000296
-1.175449,0.000247
-1.175052,0.000229
-1.174656,0.000259
-1.174259,0.000294
-1.173863,0.000299
-1.173467,0.000267
-1.173070,0.000196
-1.172674,0.000106
-1.172277,0.000053
-1.171881,0.000073
-1.171484,0.000140
-1.171088,0.000202
-1.170691,0.000241
-1.170295,0.000266
-1.169898,0.000270
-1.169502,0.000245
-1.169106,0.000221
-1.168709,0.000234
-1.168313,0.000263
-1.167916,0.000252
-1.167520,0.000190
-1.167123,0.000145
-1.166727,0.000181
-1.166330,0.000272
-1.165934,0.000322
-1.165537,0.000283
-1.165141,0.000212
-1.164744,0.000187
-1.164348,0.000201
-1.163952,0.000189
-1.163555,0.000146
-1.163159,0.000147
-1.162762,0.000220
-1.162366,0.000286
-1.161969,0.000271
-1.161573,0.000220
-1.161176,0.000226
-1.160780,0.000288
-1.160383,0.000317
-1.159987,0.000280
-1.159591,0.000224
-1.159194,0.000193
-1.158798,0.000172
-1.158401,0.000145
-1.158005,0.000135
-1.157608,0.000162
-1.157212,0.000204
-1.156815,0.000225
-1.156419,0.000214
-1.156022,0.000192
-1.155626,0.000201
-1.155229,0.000265
-1.154833,0.000333
-1.154437,0.000313
-1.154040,0.000194
-1.153644,0.000093
-1.153247,0.000113
