1.93935	0.00679481	
1.93953	0.00684161	
1.93971	0.00688858	
1.9399	0.00693629	
1.94008	0.00698522	
1.94026	0.00703574	
1.94045	0.007088	
1.94063	0.00714186	
1.94081	0.0071969	
1.941	0.00725239	
1.94118	0.00730737	
1.94136	0.0073608	
1.94155	0.00741158	
1.94173	0.00745871	
1.94191	0.00750138	
1.9421	0.00753889	
1.94228	0.0075709	
1.94246	0.00759729	
1.94265	0.00761821	
1.94283	0.00763424	
1.94301	0.00764617	
1.9432	0.00765506	
1.94338	0.00766235	
1.94356	0.00766957	
1.94375	0.00767861	
1.94393	0.00769132	
1.94411	0.00770976	
1.9443	0.00773587	
1.94448	0.00777154	
1.94466	0.00781831	
1.94485	0.00787721	
1.94503	0.00794879	
1.94521	0.00803289	
1.9454	0.0081287	
1.94558	0.00823475	
1.94576	0.00834914	
1.94595	0.00846947	
1.94613	0.00859315	
1.94631	0.0087175	
1.9465	0.00883986	
1.94668	0.00895787	
1.94686	0.00906946	
1.94705	0.0091729	
1.94723	0.00926697	
1.94741	0.00935076	
1.9476	0.00942379	
1.94778	0.00948594	
1.94796	0.00953739	
1.94815	0.00957864	
1.94833	0.00961035	
1.94851	0.00963337	
1.9487	0.00964862	
1.94888	0.00965699	
1.94906	0.00965942	
1.94925	0.00965695	
1.94943	0.00965058	
1.94961	0.00964156	
1.9498	0.00963123	
1.94998	0.0096211	
1.95016	0.00961269	
1.95035	0.00960739	
1.95053	0.00960637	
1.95071	0.00961037	
1.9509	0.00961954	
1.95108	0.00963348	
1.95126	0.00965116	
1.95145	0.00967107	
1.95163	0.00969128	
1.95181	0.0097095	
1.952	0.00972352	
1.95218	0.00973115	
1.95236	0.00973057	
1.95255	0.0097203	
1.95273	0.00969933	
1.95291	0.00966706	
1.9531	0.0096233	
1.95328	0.00956819	
1.95346	0.00950204	
1.95365	0.00942547	
1.95383	0.00933915	
1.95401	0.00924397	
1.9542	0.00914111	
1.95438	0.00903194	
1.95456	0.00891823	
1.95475	0.00880198	
1.95493	0.00868539	
1.95511	0.00857071	
1.9553	0.00845996	
1.95548	0.00835478	
1.95566	0.00825608	
1.95585	0.00816405	
1.95603	0.00807813	
1.95621	0.00799712	
1.9564	0.0079195	
1.95658	0.00784373	
1.95676	0.00776848	
1.95695	0.00769298	
1.95713	0.00761708	
1.95731	0.0075411	
1.9575	0.00746598	
1.95768	0.00739272	
1.95786	0.00732235	
1.95805	0.00725574	
1.95823	0.00719336	
