1.37023	-3.268	
1.37043	-3.2574	
1.37063	-3.22238	
1.37082	-3.17651	
1.37102	-3.13888	
1.37122	-3.12286	
1.37142	-3.12875	
1.37162	-3.14504	
1.37182	-3.15701	
1.37201	-3.15668	
1.37221	-3.14754	
1.37241	-3.14145	
1.37261	-3.15017	
1.37281	-3.17749	
1.37301	-3.21696	
1.3732	-3.25576	
1.3734	-3.28137	
1.3736	-3.28685	
1.3738	-3.27187	
1.374	-3.24087	
1.37419	-3.20054	
1.37439	-3.15865	
1.37459	-3.12371	
1.37479	-3.10369	
1.37499	-3.10286	
1.37519	-3.1184	
1.37538	-3.13985	
1.37558	-3.15334	
1.37578	-3.14914	
1.37598	-3.12765	
1.37618	-3.09971	
1.37638	-3.07985	
1.37657	-3.07665	
1.37677	-3.08695	
1.37697	-3.09825	
1.37717	-3.09809	
1.37737	-3.08415	
1.37756	-3.06738	
1.37776	-3.06561	
1.37796	-3.09119	
1.37816	-3.14139	
1.37836	-3.19818	
1.37856	-3.23817	
1.37875	-3.24625	
1.37895	-3.22405	
1.37915	-3.18757	
1.37935	-3.1561	
1.37955	-3.13999	
1.37974	-3.1355	
1.37994	-3.12951	
1.38014	-3.11028	
1.38034	-3.07613	
1.38054	-3.03649	
1.38074	-3.0049	
1.38093	-2.98983	
1.38113	-2.98999	
1.38133	-2.99711	
1.38153	-3.00348	
1.38173	-3.00819	
1.38193	-3.01733	
1.38212	-3.03802	
1.38232	-3.0709	
1.38252	-3.10698	
1.38272	-3.13129	
1.38292	-3.13106	
1.38311	-3.10317	
1.38331	-3.05599	
1.38351	-3.0049	
1.38371	-2.9648	
1.38391	-2.94403	
1.38411	-2.94302	
1.3843	-2.957	
1.3845	-2.97999	
1.3847	-3.00729	
1.3849	-3.0355	
1.3851	-3.06137	
1.3853	-3.08144	
1.38549	-3.09306	
1.38569	-3.09606	
1.38589	-3.09334	
1.38609	-3.08967	
1.38629	-3.08926	
1.38648	-3.09399	
1.38668	-3.10321	
1.38688	-3.11507	
1.38708	-3.12804	
1.38728	-3.14135	
1.38748	-3.15413	
1.38767	-3.16446	
1.38787	-3.16933	
1.38807	-3.16597	
1.38827	-3.15362	
1.38847	-3.13432	
1.38867	-3.11209	
1.38886	-3.091	
1.38906	-3.07366	
1.38926	-3.06091	
1.38946	-3.05282	
1.38966	-3.04972	
1.38985	-3.05205	
1.39005	-3.05934	
1.39025	-3.06907	
1.39045	-3.07711	
1.39065	-3.07944	
1.39085	-3.07446	
1.39104	-3.06376	
1.39124	-3.05066	
1.39144	-3.03774	
1.39164	-3.02521	
1.39184	-3.01177	
1.39204	-2.99754	
1.39223	-2.98668	
1.39243	-2.98692	
1.39263	-3.00542	
1.39283	-3.04306	
1.39303	-3.09108	
1.39322	-3.13316	
1.39342	-3.15249	
1.39362	-3.14039	
1.39382	-3.10143	
1.39402	-3.05171	
1.39422	-3.01141	
1.39441	-2.99538	
1.39461	-3.00706	
1.39481	-3.03853	
1.39501	-3.07574	
1.39521	-3.10566	
1.39541	-3.12119	
1.3956	-3.12194	
1.3958	-3.11185	
1.396	-3.09581	
1.3962	-3.07753	
1.3964	-3.05936	
1.39659	-3.04327	
1.39679	-3.03154	
1.39699	-3.02662	
1.39719	-3.03021	
1.39739	-3.04238	
1.39759	-3.0613	
1.39778	-3.08371	
1.39798	-3.10589	
1.39818	-3.12461	
1.39838	-3.13807	
1.39858	-3.14663	
1.39877	-3.15292	
1.39897	-3.1612	
1.39917	-3.17578	
1.39937	-3.19923	
1.39957	-3.23083	
1.39977	-3.26647	
1.39996	-3.2997	
1.40016	-3.32339	
1.40036	-3.33129	
1.40056	-3.31897	
1.40076	-3.28475	
1.40096	-3.23077	
1.40115	-3.16435	
1.40135	-3.09805	
1.40155	-3.04734	
1.40175	-3.02535	
1.40195	-3.03682	
1.40214	-3.07448	
1.40234	-3.12085	
1.40254	-3.15564	
1.40274	-3.16501	
