PPM,Amp
-0.65315,4.42977e-09
-0.407763,8.8323e-09
-0.21673,7.98863e-09
-0.0623958,1.8737e-08
0.0656537,2.24319e-08
0.174164,2.62647e-08
0.266985,1.77022e-07
0.350013,3.30206e-07
0.421435,4.26551e-08
0.485708,5.10612e-08
0.543587,6.68863e-07
0.595705,7.47328e-08
0.64391,6.78207e-07
0.687453,6.98549e-07
0.726334,5.48612e-07
0.763926,6.30879e-08
0.797847,5.72584e-07
0.829879,5.60419e-07
0.859699,5.69884e-07
0.888008,3.08034e-07
0.91422,3.53877e-07
0.938261,4.51643e-07
0.96278,8.41404e-07
0.983916,7.18221e-07
1.00525,6.96883e-07
1.02438,6.78976e-07
1.04403,5.33807e-07
1.06138,6.87225e-07
1.07855,6.13614e-07
1.09501,6.10462e-07
1.11038,6.25426e-07
1.12467,6.96696e-07
1.14001,5.88088e-07
1.15291,5.61628e-07
1.16648,6.23994e-07
1.17901,6.11781e-07
1.19108,5.81207e-07
1.20243,8.93757e-07
1.2143,7.99508e-07
1.22525,7.71875e-07
1.23628,7.92694e-07
1.24627,8.42509e-07
1.25647,7.482e-07
1.26529,7.90157e-07
1.27492,7.11762e-07
1.28416,6.95476e-07
1.29288,6.96563e-07
1.30128,6.88977e-07
1.30966,6.47435e-07
1.31695,7.35711e-07
1.32517,7.40053e-07
1.33245,7.52942e-07
1.33995,7.04707e-07
1.34698,7.32946e-07
1.35438,6.26087e-07
1.36074,7.07102e-07
1.36754,7.48562e-07
1.37377,7.58466e-07
1.38005,7.87053e-07
1.38613,8.10096e-07
1.39209,8.54976e-07
1.39795,9.07916e-07
1.40357,9.92018e-07
1.40917,1.03864e-06
1.41459,1.07059e-06
1.42004,1.07612e-06
1.4252,1.1108e-06
1.43029,1.12776e-06
1.43533,1.11764e-06
1.44017,1.12574e-06
1.44494,1.16877e-06
1.44963,1.08403e-06
1.45414,1.14246e-06
1.45882,1.09217e-06
1.46328,1.10783e-06
1.4651,1.93734e-07
